player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
6730,Mohsin Khan,Left hand Bat,Left arm Medium fast,Unknown,Mohsin Khan,Mohsin Khan,
22,Rashid Khan,Right hand Bat,Legbreak Googly,Unknown,Rashid Khan Arman,Rashid Khan,https://www.espncricinfo.com/cricketers/rashid-khan-793463
590,K Rabada,Left hand Bat,Right arm Fast,Unknown,Kagiso Rabada,Kagiso Rabada,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kagiso%20Rabada.png
1424,SN Khan,Right hand Bat,Legbreak,Unknown,Sarfaraz Naushad Khan,Sarfaraz Naushad,
963,MN Samuels,Right hand Bat,Right arm Offbreak,Unknown,Marlon Nathaniel Samuels,Marlon Nathaniel,
53,SB Jakati,Left hand Bat,Slow Left arm Orthodox,Unknown,Shadab Bashir Jakati,Shadab Bashir,
12,DA Warner,Left hand Bat,Legbreak,Unknown,David Andrew Warner,David Andrew,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/David%20Warner.png
73,MP Stoinis,Right hand Bat,Right arm Medium,Unknown,Marcus Peter Stoinis,Marcus Peter,
1119,R Tewatia,Left hand Bat,Legbreak,Unknown,Rahul Tewatia,Rahul Tewatia,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838
268,RA Tripathi,Right hand Bat,Right arm Medium,Unknown,Rahul Ajay Tripathi,Rahul Ajay,
163,RD Chahar,Right hand Bat,Legbreak Googly,Unknown,Rahul Desraj Chahar,Rahul Desraj,
186,S Nadeem,Right hand Bat,Slow Left arm Orthodox,Unknown,Shahbaz Nadeem,Shahbaz Nadeem,
59,MK Pandey,Right hand Bat,Right arm Medium,Unknown,Manish Krishnanand Pandey,Manish Krishnanand,
531,KS Williamson,Right hand Bat,Right arm Offbreak,Unknown,Kane Stuart Williamson,Kane Stuart,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Kane%20Williamson.png
56,G Gambhir,Left hand Bat,Legbreak,Unknown,Gautam Gambhir,Gautam Gambhir,https://documents.iplt20.com/playerheadshot/ipl/284/84.png
39,MK Tiwary,Right hand Bat,Legbreak Googly,Unknown,Manoj Kumar Tiwary,Manoj Kumar,
68,M Vohra,Right hand Bat,Right arm Medium,Unknown,Manan Vohra,Manan Vohra,
638,NB Singh,Right hand Bat,Right arm Medium,Unknown,Nathu Bharat Singh,Nathu Bharat,
40,R Bhatia,Right hand Bat,Right arm Medium fast,Unknown,Rajat Bhatia,Rajat Bhatia,
1233,SS Tiwary,Left hand Bat,None,Unknown,Saurabh Sunil Tiwary,Saurabh Sunil,
1396,MA Wood,Right hand Bat,Right arm Fast,Unknown,Mark Andrew Wood,Mark Andrew,
47,SK Raina,Left hand Bat,Right arm Offbreak,Unknown,Suresh Kumar Raina,Suresh Kumar,
1242,R Vinay Kumar,Right hand Bat,Right arm Medium,Unknown,Ranganath Vinay Kumar,Ranganath Vinay,
541,SE Marsh,Left hand Bat,Slow Left arm Orthodox,Unknown,Shaun Edward Marsh,Shaun Edward,https://cricclubs.com/documentsRep/profilePics/6c5d3a99-b18a-47b6-ba2e-5dae071b3452.png
6,Sachin Baby,Left hand Bat,Right arm Offbreak,Unknown,Sachin Baby,Sachin Baby,https://www.espncricinfo.com/cricketers/sachin-baby-432783
525,J Yadav,Right hand Bat,Right arm Offbreak,Unknown,Jayant Yadav,Jayant Yadav,https://www.espncricinfo.com/cricketers/jayant-yadav-447587
70,AR Patel,Left hand Bat,Slow Left arm Orthodox,Unknown,Axar Rajeshbhai Patel,Axar Rajeshbhai,
63,PP Chawla,Left hand Bat,Legbreak,Unknown,Piyush Pramod Chawla,Piyush Pramod,
30,HH Pandya,Right hand Bat,Right arm Medium fast,Unknown,Hardik Himanshu Pandya,Hardik Himanshu,
36,SPD Smith,Right hand Bat,Legbreak Googly,Unknown,Steven Peter Devereux Smith,Steven Peter,
55,S Kaushik,Right hand Bat,Left arm Wrist spin,Unknown,Shivil Kaushik,Shivil Kaushik,
52,P Kumar,Right hand Bat,Right arm Medium,Unknown,Praveenkumar Sakat Singh,Praveenkumar Sakat,
41,DL Chahar,Right hand Bat,Right arm Medium,Unknown,Deepak Lokandersingh Chahar,Deepak Lokandersingh,
1429,K Khejroliya,Left hand Bat,Left arm Medium fast,Unknown,Kulwant Khejroliya,Kulwant Khejroliya,https://www.espncricinfo.com/cricketers/kulwant-khejroliya-1083033
32,MJ McClenaghan,Left hand Bat,Left arm Fast medium,Unknown,Mitchell John McClenaghan,Mitchell John,
457,AD Mathews,Right hand Bat,Right arm Medium,Unknown,Angelo Davis Mathews,Angelo Davis,
1286,Avesh Khan,Right hand Bat,Right arm Fast medium,Unknown,Avesh Khan,Avesh Khan,https://www.espncricinfo.com/cricketers/avesh-khan-694211
45,JJ Roy,Right hand Bat,None,Unknown,Jason Jonathan Roy,Jason Jonathan,
43,AB Dinda,Right hand Bat,Right arm Medium fast,Unknown,Ashok Bhimchandra Dinda,Ashok Bhimchandra,
579,Shakib Al Hasan,Left hand Bat,Slow Left arm Orthodox,Unknown,Shakib Al Hasan,Shakib Al,
1448,K Gowtham,Right hand Bat,Right arm Offbreak,Unknown,Krishnappa Gowtham,Krishnappa Gowtham,
72,DA Miller,Left hand Bat,Right arm Offbreak,Unknown,David Andrew Miller,David Andrew,
60,YK Pathan,Right hand Bat,Right arm Offbreak,Unknown,Yusuf Khan Pathan,Yusuf Khan,
7,STR Binny,Right hand Bat,Right arm Medium,Unknown,Stuart Terence Roger Binny,Stuart Terence,
3,TM Head,Left hand Bat,Right arm Offbreak,Wicketkeeper,Travis Michael Head,Travis Michael,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Travis%20Head.png
173,Iqbal Abdulla,Left hand Bat,Slow Left arm Orthodox,Unknown,Sayed Iqbal Abdulla,Sayed Iqbal,
15,Yuvraj Singh,Left hand Bat,Slow Left arm Orthodox,Unknown,Yuvraj Singh,Yuvraj Singh,
74,Swapnil Singh,Right hand Bat,Slow Left arm Orthodox,Unknown,Swapnil Singh,Swapnil Singh,https://www.espncricinfo.com/cricketers/swapnil-singh-232292
760,MJ Guptill,Right hand Bat,Right arm Offbreak,Unknown,Martin James Guptill,Martin James,
182,CH Morris,Right hand Bat,Right arm Fast medium,Unknown,Christopher Henry Morris,Christopher Henry,
361,LH Ferguson,Right hand Bat,Right arm Fast,Unknown,Lachlan Hammond Ferguson,Lachlan Hammond,
1285,HV Patel,Right hand Bat,Right arm Medium,Unknown,Harshal Vikram Patel,Harshal Vikram,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Harshal%20Patel.png
1449,S Gopal,Right hand Bat,Legbreak,Unknown,Shreyas Gopal,Shreyas Gopal,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580
405,KC Cariappa,Right hand Bat,Legbreak,Unknown,Konganda Charamanna Cariappa,Konganda Charamanna,
196,Basil Thampi,Right hand Bat,Right arm Fast medium,Unknown,Basil Thampi,Basil Thampi,
744,AR Bawne,Right hand Bat,Right arm Offbreak,Unknown,Ankit Ramdas Bawne,Ankit Ramdas,
676,KV Sharma,Left hand Bat,Legbreak Googly,Unknown,Karn Vinod Sharma,Karn Vinod,
171,Vishnu Vinod,Right hand Bat,None,Wicketkeeper,Vishnu Vinod,Vishnu Vinod,https://www.espncricinfo.com/cricketers/vishnu-vinod-732293
332,V Kohli,Right hand Bat,Right arm Medium,Unknown,Virat Kohli,Virat Kohli,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Virat%20Kohli.png
28,KH Pandya,Left hand Bat,Slow Left arm Orthodox,Unknown,Krunal Himanshu Pandya,Krunal Himanshu,
448,AF Milne,Right hand Bat,Right arm Fast,Unknown,Adam Fraser Milne,Adam Fraser,
20,B Kumar,Right hand Bat,Right arm Medium,Unknown,Bhuvneshwar Kumar Singh,Bhuvneshwar Kumar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Bhuvneshwar%20Kumar.png
347,Ishan Kishan,Left hand Bat,None,Wicketkeeper,Ishan Pranav Kumar Pandey Kishan,Ishan Pranav,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ishan%20Kishan.png
65,SP Narine,Left hand Bat,Right arm Offbreak,Unknown,Sunil Philip Narine,Sunil Philip,
359,Ankit Sharma,Left hand Bat,Slow Left arm Orthodox,Unknown,Ankit Nagendra Sharma,Ankit Nagendra,
187,Z Khan,Right hand Bat,Left arm Fast medium,Unknown,Zaheer Khan,Zaheer Khan,
185,A Mishra,Right hand Bat,Legbreak,Unknown,Amit Mishra,Amit Mishra,
726,Ankit Soni,Right hand Bat,Legbreak,Unknown,Ankit Soni,Ankit Soni,
197,Tejas Baroka,Right hand Bat,Legbreak Googly,Unknown,Tejas Baroka,Tejas Baroka,
5,SR Watson,Right hand Bat,Right arm Fast medium,Unknown,Shane Robert Watson,Shane Robert,
460,Mohammed Shami,Right hand Bat,Right arm Fast,Unknown,Mohammed Shami Ahmed,Mohammed Shami,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Mohammad%20Shami.png
351,AJ Tye,Right hand Bat,Right arm Medium fast,Unknown,Andrew James Tye,Andrew James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Andrew%20Tye.png
1393,DJ Bravo,Right hand Bat,Right arm Medium,Unknown,Dwayne John Bravo,Dwayne John,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Dwayne%20Bravo.png
177,AP Tare,Right hand Bat,None,Wicketkeeper,Aditya Prakash Tare,Aditya Prakash,
7539,B Indrajith,Right hand Bat,Legbreak Googly,Unknown,Baba Indrajith,Baba Indrajith,
4063,T Banton,Right hand Bat,None,Wicketkeeper,Tom Banton,Tom Banton,
6115,K Yadav,Left hand Bat,Left arm Fast medium,Unknown,Kuldip Yadav,Kuldip Yadav,
3649,AS Roy,Left hand Bat,Slow Left arm Orthodox,Unknown,Anukul Sudhakar Roy,Anukul Sudhakar,
5407,M Shahrukh Khan,Right hand Bat,Right arm Offbreak,Unknown,Masood Shahrukh Khan,Masood Shahrukh,
4960,MR Marsh,Right hand Bat,Right arm Medium,Unknown,Mitchell Ross Marsh,Mitchell Ross,
6761,R Shepherd,Right hand Bat,Right arm Fast medium,Unknown,Romario Shepherd,Romario Shepherd,https://www.espncricinfo.com/cricketers/romario-shepherd-677077
8321,Rahmanullah Gurbaz,Right hand Bat,None,Wicketkeeper,Rahmanullah Gurbaz,Rahmanullah Gurbaz,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087
7751,SA Abbott,Right hand Bat,Right arm Fast medium,Unknown,Sean Anthony Abbott,Sean Anthony,
7302,OC McCoy,Left hand Bat,Left arm Fast medium,Unknown,Obed  Christopher McCoy,Obed  Christopher,
4970,P Dubey,Right hand Bat,Legbreak Googly,Unknown,Praveen Dubey,Praveen Dubey,
8355,Mukesh Kumar,Right hand Bat,Right arm Medium,Unknown,Mukesh Kumar,Mukesh Kumar,https://www.espncricinfo.com/cricketers/mukesh-kumar-926851
3451,DW Steyn,Right hand Bat,Right arm Fast,Unknown,Dale Willem Steyn,Dale Willem,
5411,RP Meredith,Right hand Bat,Right arm Fast,Unknown,Riley Patrick Meredith,Riley Patrick,
4098,JO Holder,Right hand Bat,Right arm Medium fast,Unknown,Jason Omar Holder,Jason Omar,
7895,R Sai Kishore,Left hand Bat,Slow Left arm Orthodox,Unknown,Ravisrinivasan Sai Kishore,Ravisrinivasan Sai,
1805,RK Bhui,Right hand Bat,Legbreak Googly,Unknown,Ricky Kannakumar Bhui,Ricky Kannakumar,
6054,AK Markram,Right hand Bat,Right arm Offbreak,Unknown,Aiden Kyle Markram,Aiden Kyle,
6710,Akash Deep,Right hand Bat,Right arm Fast medium,Unknown,Akash Deep,Akash Deep,https://www.espncricinfo.com/cricketers/akash-deep-1176959
5976,KS Bharat,Right hand Bat,None,Wicketkeeper,Kona Srikar Bharat,Kona Srikar,
6681,Tilak Varma,Left hand Bat,Right arm Offbreak,Unknown,Namboori Thakur Tilak Varma,Namboori Thakur,
4119,RD Gaikwad,Right hand Bat,Right arm Offbreak,Unknown,Ruturaj Dashrat Gaikwad,Ruturaj Dashrat,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ruturaj%20Gaikwad.png
6739,A Manohar,Right hand Bat,Legbreak Googly,Unknown,Abhinav Manohar,Abhinav Manohar,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963
7843,Fazalhaq Farooqi,Right hand Bat,Left arm Fast medium,Unknown,Fazalhaq Farooqi,Fazalhaq Farooqi,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175
7083,KR Sen,Right hand Bat,Right arm Fast,Unknown,Kuldeep Rampal Sen,Kuldeep Rampal,
3747,P Simran Singh,Right hand Bat,None,Wicketkeeper,Prabhsimran Singh,Prabhsimran Singh,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024
5343,M Jansen,Right hand Bat,Left arm Medium fast,Unknown,Marco Jansen,Marco Jansen,https://www.espncricinfo.com/cricketers/marco-jansen-696401
5629,FA Allen,Right hand Bat,Slow Left arm Orthodox,Unknown,Fabian Anthony Allen,Fabian Anthony,
5935,Anuj Rawat,Left hand Bat,None,Unknown,Anuj Rawat,Anuj Rawat,https://www.espncricinfo.com/cricketers/anuj-rawat-1123073
7017,M Theekshana,Right hand Bat,Right arm Offbreak,Unknown,Morawakage Maheesh Theekshana,Morawakage Maheesh,
1833,JC Archer,Right hand Bat,Right arm Fast,Unknown,Jofra Chioke Archer,Jofra Chioke,
2142,DJ Willey,Left hand Bat,Left arm Fast medium,Unknown,David Jonathan Willey,David Jonathan,
1849,PP Shaw,Right hand Bat,Right arm Offbreak,Unknown,Prithvi Pankaj Shaw,Prithvi Pankaj,
6017,Umran Malik,Right hand Bat,Right arm Fast,Unknown,Umran Malik,Umran Malik,
2295,SP Goswami,Left hand Bat,None,Wicketkeeper,Shreevats Pratyush Goswami,Shreevats Pratyush,
3156,HF Gurney,Right hand Bat,Left arm Fast medium,Unknown,Harry Frederick Gurney,Harry Frederick,
2743,CA Ingram,Left hand Bat,Legbreak,Wicketkeeper,Colin Alexander Ingram,Colin Alexander,
6798,Mukesh Choudhary,Left hand Bat,Left arm Medium,Unknown,Mukesh Choudhary,Mukesh Choudhary,https://www.espncricinfo.com/cricketers/mukesh-choudhary-1125688
3214,SD Lad,Right hand Bat,Right arm Offbreak,Unknown,Siddhesh Dinesh Lad,Siddhesh Dinesh,
8305,J Little,Right hand Bat,Left arm Fast medium,Unknown,Joshua Brian Little,Joshua Brian,
8007,M Pathirana,Right hand Bat,Right arm Fast,Unknown,Matheesha Pathirana,Matheesha Pathirana,https://www.espncricinfo.com/cricketers/matheesha-pathirana-1194795
2701,S Dube,Left hand Bat,Right arm Medium,Unknown,Shivam Dube,Shivam Dube,https://www.espncricinfo.com/cricketers/shivam-dube-714451
3145,S Midhun,Right hand Bat,Legbreak Googly,Unknown,Sudhesan Midhun,Sudhesan Midhun,
2353,CJ Dala,Right hand Bat,Right arm Medium,Unknown,Carl Junior Dala,Carl Junior,
6729,PVD Chameera,Right hand Bat,Right arm Fast,Unknown,Pathira Vasan Dushmantha Chameera,Pathira Vasan,
4097,PK Garg,Right hand Bat,Right arm Medium,Unknown,Priyam K Garg,Priyam K,
7192,Aman Hakim Khan,Right hand Bat,Right arm Medium,Unknown,Aman Hakim Khan,Aman Hakim,
6734,MS Wade,Left hand Bat,Right arm Medium,Wicketkeeper,Matthew Scott Wade,Matthew Scott,
4310,Shahbaz Ahmed,Left hand Bat,Slow Left arm Orthodox,Unknown,Shahbaz Ahmed,Shahbaz Ahmed,
4059,Ravi Bishnoi,Right hand Bat,Legbreak Googly,Unknown,Ravi Bishnoi,Ravi Bishnoi,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441
4134,KL Nagarkoti,Right hand Bat,Right arm Fast,Unknown,Kamlesh Lachham Nagarkoti,Kamlesh Lachham,
4320,DR Sams,Right hand Bat,Left arm Fast medium,Unknown,Daniel Richard Sams,Daniel Richard,
7496,DJ Mitchell,Right hand Bat,Right arm Medium,Unknown,Daryl Joseph Mitchell,Daryl Joseph,
5422,C Sakariya,Left hand Bat,Left arm Medium fast,Unknown,Chetan Sakariya,Chetan Sakariya,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754
2352,S Lamichhane,Right hand Bat,Legbreak Googly,Unknown,Sandeep Lamichhane,Sandeep Lamichhane,
2910,GH Vihari,Right hand Bat,Right arm Offbreak,Unknown,Gade Hanuma Vihari,Gade Hanuma,
8349,RR Rossouw,Left hand Bat,Right arm Offbreak,Unknown,Rilee Roscoe Rossouw,Rilee Roscoe,
4664,JR Hazlewood,Left hand Bat,Right arm Fast medium,Unknown,Josh Reginald Hazlewood,Josh Reginald,
8333,KR Mayers,Left hand Bat,Right arm Medium,Unknown,Kyle Rico Mayers,Kyle Rico,
5573,LI Meriwala,Left hand Bat,Left arm Fast medium,Unknown,Lukman Iqbal Meriwala,Lukman Iqbal,
2894,NS Naik,Right hand Bat,None,Wicketkeeper,Nikhil Shankar Naik,Nikhil Shankar,
8191,PN Mankad,Right hand Bat,Right arm Medium,Unknown,Prerak Nileshkumar Mankad,Prerak Nileshkumar,
2349,Abhishek Sharma,Left hand Bat,Slow Left arm Orthodox,Unknown,Abhishek Sharma,Abhishek Sharma,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abhishek%20Sharma.png
7621,K Kartikeya,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin",Unknown,Kumar Kartikeya Singh,Kumar Kartikeya,
6520,AU Rashid,Right hand Bat,Legbreak,Unknown,Adil Usman Rashid,Adil Usman,
2825,CV Varun,Right hand Bat,Legbreak Googly,Unknown,Varun Chakravarthy Vinod,Varun Chakravarthy,
4212,Kartik Tyagi,Right hand Bat,Right arm Fast,Unknown,Kartik Tyagi,Kartik Tyagi,
4104,YBK Jaiswal,Left hand Bat,Legbreak,Unknown,Yashasvi Bhupendra Kumar Jaiswal,Yashasvi Bhupendra,
6519,IC Porel,Right hand Bat,Right arm Medium,Unknown,Ishan Chandranath Porel,Ishan Chandranath,
1740,H Klaasen,Right hand Bat,Right arm Offbreak,Wicketkeeper,Heinrich Klaasen,Heinrich Klaasen,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757
5526,Virat Singh,Left hand Bat,Legbreak Googly,Unknown,Virat Binod Singh,Virat Binod,
5181,Monu Kumar,Right hand Bat,Right arm Medium,Unknown,Monu Kumar Singh,Monu Kumar,
10135,N Burger,Left hand Bat,Left arm Fast medium,Unknown,Nandre Burger,Nandre Burger,
10159,SH Johnson,Left hand Bat,Left arm Fast,Unknown,Spencer Johnson,Spencer Johnson,https://www.espncricinfo.com/cricketers/spencer-johnson-1123718
10070,Sameer Rizvi,Right hand Bat,Right arm Offbreak,Unknown,Sameer Rizvi,Sameer Rizvi,https://www.espncricinfo.com/cricketers/sameer-rizvi-1175489
10291,A Raghuvanshi,Right hand Bat,Slow Left arm Orthodox,Unknown,Angkrish Raghuvanshi,Angkrish Raghuvanshi,https://www.espncricinfo.com/cricketers/angkrish-raghuvanshi-1292495
11192,AA Kulkarni,Right hand Bat,Right arm Medium,Unknown,Arshin Kulkarni,Arshin Kulkarni,https://www.espncricinfo.com/cricketers/arshin-kulkarni-1403153
10169,SZ Mulani,Left hand Bat,Slow Left arm Orthodox,Unknown,Shams Mulani,Shams Mulani,
11834,Prince Yadav,Right hand Bat,Right arm Fast,Unknown,Prince Yadav,Prince Yadav,https://www.espncricinfo.com/cricketers/prince-yadav-1350768
11212,RJ Gleeson,Right hand Bat,Right arm Fast Medium,Unknown,Richard Gleeson,Richard Gleeson,
11282,MJ Suthar,Left hand Bat,Slow Left arm Orthodox,Unknown,Manav Suthar,Manav Suthar,https://www.espncricinfo.com/cricketers/manav-suthar-1175426
11366,A Kamboj,Right hand Bat,Right arm Medium,Unknown,Anshul Kamboj,Anshul Kamboj,https://www.espncricinfo.com/cricketers/anshul-kamboj-1175428
11429,V Kaverappa,Right hand Bat,Right arm Fast medium,Unknown,Vidhwath Kaverappa,Vidhwath Kaverappa,
10232,KT Maphaka,Left hand Bat,Left arm Fast,Unknown,Kwena Maphaka,Kwena Maphaka,https://www.espncricinfo.com/cricketers/kwena-maphaka-1294342
8808,D Jansen,Right hand Bat,Left arm Fast,Unknown,Duan Jansen,Duan Jansen,
10065,R Ravindra,Left hand Bat,Slow Left arm Orthodox,Unknown,Rachin Ravindra,Rachin Ravindra,https://www.espncricinfo.com/cricketers/rachin-ravindra-959767
8389,Arshad Khan,Left hand Bat,Left arm Medium,Unknown,Arshad Khan,Arshad Khan,
10083,Sumit Kumar,Right hand Bat,Right arm Medium fast,Unknown,Sumit Kumar,Sumit Kumar,
10488,Saurav Chauhan,Left hand Bat,Right arm Offbreak,Unknown,Saurav Chauhan,Saurav Chauhan,
11981,DL Vettori,Left hand Bat,Slow Left arm Orthodox,Unknown,Daniel Luca Vettori,Daniel Luca,
9759,Sanvir Singh,Right hand Bat,Right arm Medium,Unknown,Sanvir Singh,Sanvir Singh,
8769,Yudhvir Singh,Right hand Bat,Right arm Medium fast,Unknown,Yudhvir Singh Charak,Yudhvir Singh,
8930,Liton Das,Right hand Bat,Right arm Offbreak,Wicketkeeper,Litton Kumer Das,Litton Kumer,
12015,WPUJC Vaas,Left hand Bat,Left arm Fast medium,Unknown,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,Warnakulasuriya Patabendige,
12013,AS Yadav,Right hand Bat,Right arm Offbreak,Unknown,Arjun Shivlal Yadav,Arjun Shivlal,
12127,VRV Singh,Right hand Bat,Right arm Medium fast,Unknown,Vikram Raj Vir Singh,Vikram Raj,
12016,RP Singh,Right hand Bat,Left arm Fast medium,Unknown,Rudra Pratap Singh,Rudra Pratap,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/389100/389167.5.png"
11984,GD McGrath,Right hand Bat,Right arm Fast medium,Unknown,Glenn Donald McGrath,Glenn Donald,
11982,MF Maharoof,Right hand Bat,Right arm Fast medium,Unknown,Mohamed Farveez Maharoof,Mohamed Farveez,
12295,HH Gibbs,Right hand Bat,Right arm Bowler,Unknown,Herschelle Herman Gibbs,Herschelle Herman,
11924,LR Shukla,Right hand Bat,Right arm Medium,Unknown,Laxmi Ratan Shukla,Laxmi Ratan,
9524,Vivrant Sharma,Left hand Bat,Legbreak Googly,Unknown,Vivrant Sharma,Vivrant Sharma,
8396,MG Bracewell,Left hand Bat,Right arm Offbreak,Wicketkeeper,Michael Gordon Bracewell,Michael Gordon,
11926,AB Agarkar,Right hand Bat,Right arm Fast,Unknown,Ajit Bhalchandra Agarkar,Ajit Bhalchandra,
12012,SB Styris,Right hand Bat,Right arm Medium,Unknown,Scott Bernard Styris,Scott Bernard,
8890,Naveen-ul-Haq,Right hand Bat,Right arm Medium fast,Unknown,Naveen-ul-Haq Murid,Naveen-ul,
12318,BJ Hodge,Right hand Bat,Right arm Offbreak,Unknown,Bradley John Hodge,Bradley John,
11996,S Chanderpaul,Left hand Bat,Legbreak,Unknown,Shivnarine Chanderpaul,Shivnarine Chanderpaul,
8433,Abishek Porel,Left hand Bat,None,Wicketkeeper,Abishek Porel,Abishek Porel,https://www.espncricinfo.com/cricketers/abishek-porel-1277545
11963,T Kohli,Right hand Bat,Right arm Medium,Unknown,Taruwar Sushil Kohli,Taruwar Sushil,
9824,Nithish Kumar Reddy,Right hand Bat,Right arm Medium fast,Unknown,Kaki Nitish Kumar Reddy,Kaki Nitish,
11954,KC Sangakkara,Left hand Bat,Right arm Offbreak,Wicketkeeper,Kumar Chokshanada Sangakkara,Kumar Chokshanada,
12056,Shahid Afridi,Right hand Bat,Legbreak Googly,Unknown,Sahibzada Mohammad Shahid Khan Afridi,Sahibzada Mohammad,
12323,Umar Gul,Right hand Bat,Right arm Fast medium,Unknown,Umar Gul,Umar Gul,
8475,Suyash Sharma,Right hand Bat,Legbreak Googly,Unknown,Suyash Sharma,Suyash Sharma,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792
11949,P Amarnath,Right hand Bat,Right arm Medium,Unknown,Palani Amarnath,Palani Amarnath,
8386,N Wadhera,Left hand Bat,Legbreak,Unknown,Nehal Wadhera,Nehal Wadhera,https://www.espncricinfo.com/cricketers/nehal-wadhera-1151273
12121,RR Sarwan,Right hand Bat,Legbreak,Unknown,Ramnaresh Ronnie Sarwan,Ramnaresh Ronnie,
11993,MA Khote,Right hand Bat,Right arm Medium,Unknown,Musavir Asmat Khote,Musavir Asmat,
11933,JH Kallis,Right hand Bat,Right arm Fast medium,Unknown,Jacques Henry Kallis,Jacques Henry,
11983,B Geeves,Right hand Bat,Right arm Fast medium,Unknown,Brett Geeves,Brett Geeves,
8605,Mohit Rathee,Right hand Bat,Legbreak,Unknown,Mohit Rathee,Mohit Rathee,https://www.espncricinfo.com/cricketers/mohit-rathee-1349361
9431,R Goyal,Left hand Bat,Left arm Wrist spin,Unknown,Raghav Goyal,Raghav Goyal,
10707,Arshad Khan (2),Left hand Bat,Left arm Medium,Unknown,Mohd Arshad Khan,Mohd Arshad,
8470,Dhruv Jurel,Right hand Bat,None,Unknown,Dhruv Chand Jurel,Dhruv Chand,
11952,K Goel,Left hand Bat,Right arm Offbreak,Unknown,Karan Goel,Karan Goel,
8569,SSB Magala,Right hand Bat,Right arm Fast medium,Unknown,Sisanda Somila Bruce Magala,Sisanda Somila,
11947,S Badrinath,Right hand Bat,Right arm Offbreak,Unknown,Subramaniam Badrinath,Subramaniam Badrinath,
12071,VY Mahesh,Right hand Bat,Right arm Medium fast,Unknown,Vijaykumar Yo Mahesh,Vijaykumar Yo,
11958,P Dharmani,Right hand Bat,None,Wicketkeeper,Pankaj Dharmani,Pankaj Dharmani,
11923,Mohammad Hafeez,Right hand Bat,Right arm Offbreak,Unknown,Mohammad Hafeez,Mohammad Hafeez,
11946,JDP Oram,Left hand Bat,Right arm Fast medium,Unknown,Jacob David Philip Oram,Jacob David,
12105,D Kalyankrishna,Right hand Bat,Right arm Medium fast,Unknown,Doddapaneni Kalyankrishna,Doddapaneni Kalyankrishna,
11986,ST Jayasuriya,Left hand Bat,Slow Left arm Orthodox,Unknown,Sanath Teran Jayasuriya,Sanath Teran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319800/319886.png"
11989,PR Shah,Right hand Bat,None,Wicketkeeper,Pinal Rohitbhai Shah,Pinal Rohitbhai,
8597,MW Short,Right hand Bat,Right arm Offbreak,Unknown,Matthew William Short,Matthew William,
11980,M Manhas,Right hand Bat,Right arm Offbreak,Wicketkeeper,Mithun Manhas,Mithun Manhas,
11959,B Lee,Right hand Bat,Right arm Fast,Unknown,Brett Lee,Brett Lee,
11921,RT Ponting,Right hand Bat,Right arm Medium,Unknown,Ricky Thomas Ponting,Ricky Thomas,
11922,DJ Hussey,Right hand Bat,Right arm Offbreak,Unknown,David John Hussey,David John,
12572,NK Patel,Left hand Bat,None,Unknown,Niraj Kanubhai Patel,Niraj Kanubhai,
12338,SP Fleming,Left hand Bat,None,Unknown,Stephen Paul Fleming,Stephen Paul,
16455,TR Birt,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Travis Rodney Birt,Travis Rodney,
